time flux
47960.42160421604 -0.10123080850360154
47960.94860948609 -0.013984152729543313
47961.47561475614 -0.18105588853644491
47962.0026200262 -0.004794241631526863
47962.52962529625 -0.15619291980931158
47963.0566305663 -0.09121706252761662
47963.58363583635 0.046109103888440646
47964.11064110641 0.08315871576517882
47964.63764637646 -0.04005926720568434
47965.16465164651 0.03950975039626703
47965.69165691656 0.056371039098899595
47966.21866218662 -0.05929580550779641
47966.74566745667 0.06095324186058174
47967.27267272672 0.12082696908891795
47967.79967799678 0.10699747217316716
47968.32668326683 0.07687287931300887
47968.85368853688 0.014361403927467703
47969.38069380693 -0.039937259335625454
47969.90769907699 0.1261485992347768
47970.43470434704 -0.07806454632427925
47970.96170961709 0.13380549554326357
47971.48871488714 -0.04038083950500445
47972.0157201572 0.10703196707787069
47972.54272542725 0.0906556899201079
47973.0697306973 -0.12370825759021649
47973.59673596736 0.13114308057668353
47974.12374123741 -0.021940839676882068
47974.65074650746 -0.149328617760168
47975.17775177751 -0.06754719578532471
47975.70475704757 0.08818864253880164
47976.23176231762 -0.019756057197045145
47976.75876758767 -0.03165181290629639
47977.28577285772 0.14427932106245264
47977.81277812778 -0.06548520442996437
47978.33978339783 0.06701514611115476
47978.86678866788 0.01634437139512647
47979.39379393793 -0.03055071878568551
47979.92079920799 -0.12624813336814647
47980.44780447804 0.014079709287957874
47980.97480974809 -0.0470013139145198
47981.50181501815 -0.014208019513606344
47982.0288202882 0.027442219367097592
47982.55582555825 0.08721625688123658
47983.0828308283 -0.0002723116942190855
47983.60983609836 -0.11228897867170591
47984.13684136841 0.024037011073102285
47984.66384663846 0.16741987054381685
47985.19085190851 -0.05933681720621427
47985.71785717857 -0.015041914569650542
47986.24486244862 0.016946399677431452
47986.77186771867 -0.032411148787612726
47987.29887298873 0.05543404176671497
47987.82587825878 0.011062033233538335
47988.35288352883 -0.006776124921639083
47988.87988879888 0.08262761638732552
47989.40689406894 0.13012954473147106
47989.93389933899 -0.07562901449454512
47990.46090460904 -0.12889943577593183
47990.98790987909 -0.010772198080140434
47991.51491514915 0.03550631965127167
47992.0419204192 -0.11162055964736016
47992.56892568925 0.07203994615222949
47993.09593095931 -0.1392282980475197
47993.62293622936 0.09611252920174318
47994.14994149941 -0.08217085699573073
47994.67694676946 -0.06739262620774948
47995.20395203952 0.15867156372337066
47995.73095730957 0.18573181965785004
47996.25796257962 -0.13542384401662733
47996.78496784967 -0.10171941973324056
47997.31197311973 0.10924629132331182
47997.83897838978 -0.04334849835479491
47998.36598365983 0.08428235248479476
47998.89298892989 -0.10876610102233444
47999.41999419994 -0.10603662536516881
47999.94699946999 0.024552865851580924
48000.47400474004 0.0003444505173549286
48001.0010100101 0.09508496301915316
48001.52801528015 -0.20666680663146547
48002.0550205502 -0.04683459105841376
48002.58202582025 -0.07601105119368597
48003.10903109031 -0.2782598852434451
48003.63603636036 -0.37235732208107647
48004.16304163041 0.1143420168530547
48004.69004690047 0.1142837153739324
48005.21705217052 0.24194668930950056
48005.74405744057 -0.02302272229521526
48006.27106271062 -0.21737026815716828
48006.79806798068 0.0723984085234182
48007.32507325073 0.04990623539991587
48007.85207852078 -0.10323939877521715
48008.37908379083 0.14577931153971588
48008.90608906089 0.12259554595003386
48009.43309433094 0.0850555142452691
48009.96009960099 -0.006708895536685865
48010.48710487105 0.10692767178537033
48011.0141101411 -0.14180058093866085
48011.54111541115 -0.03997370174687562
48012.0681206812 0.22301052555956577
48012.59512595126 0.1250114063896531
48013.12213122131 -0.07267866311174896
48013.64913649136 -0.03689480159839336
48014.17614176141 0.08596917144721825
48014.70314703147 0.016980153452776484
48015.23015230152 0.11934383296120579
48015.75715757157 0.08085741421498849
48016.28416284163 0.10265722290101807
48016.81116811168 -0.027458654446984407
48017.33817338173 -0.10933821640500552
48017.86517865178 0.09021198525439547
48018.39218392184 -0.027375712462879773
48018.91918919189 0.15088400549971825
48019.44619446194 -0.0995906704140595
48019.97319973199 -0.11216756060104466
48020.50020500205 0.0918237750984334
48021.0272102721 -0.05478121044563187
48021.55421554215 0.03125728153909194
48022.08122081221 0.014883401617293996
48022.60822608226 0.1212813658910505
48023.13523135231 -0.1583553177838269
48023.66223662236 -0.09063663589057003
48024.18924189242 0.0006767784403687202
48024.71624716247 -0.008690711492927
48025.24325243252 0.11099885236275153
48025.77025770257 0.06591446072670863
48026.29726297263 -0.24852045827598426
48026.82426824268 0.1019181795987339
48027.35127351273 0.16059580332066398
48027.87827878279 0.12511497283234774
48028.40528405284 -0.03771296713946564
48028.93228932289 0.06738177421373946
48029.45929459294 -0.002828005573848767
48029.986299863 0.04455593901413965
48030.51330513305 0.167277579036588
48031.0403104031 0.10820804280243644
48031.56731567315 0.03302065442845343
48032.09432094321 -0.25339571342906614
48032.62132621326 -0.0872066013676096
48033.14833148331 -0.06417499485520088
48033.67533675337 0.013172423524011654
48034.20234202342 -0.01720080142889404
48034.72934729347 0.08645980826683579
48035.25635256352 -0.019964953200219043
48035.78335783358 -0.148868029737279
48036.31036310363 0.09758030472188924
48036.83736837368 0.14023284281919215
48037.36437364373 -0.13956601878455
48037.89137891379 0.06544587720314131
48038.41838418384 0.15068970695860853
48038.94538945389 0.09353063341513444
48039.47239472394 0.06316098155707658
48039.999399994 -0.10502085252196075
48040.52640526405 0.08883530440453041
48041.0534105341 -0.024140831277915706
48041.58041580416 -0.1736103942811711
48042.10742107421 -0.04608882164556968
48042.63442634426 0.04876380984096864
48043.16143161431 -0.13590463264014405
48043.68843688437 -0.057379500058584644
48044.21544215442 -0.09439855584614254
48044.74244742447 -0.03894942899186105
48045.26945269452 0.038544395527941464
48045.79645796458 0.03174344382179595
48046.32346323463 0.004129086280655363
48046.85046850468 -0.15826597516196636
48047.37747377474 -0.054391260889595595
48047.90447904479 0.14941496400830628
48048.43148431484 -0.020685181203480434
48048.95848958489 -0.049975250613689556
48049.48549485495 0.08372278987451448
48050.012500125 0.140818597231256
48050.53950539505 0.08187429710886253
48051.0665106651 0.08663869774348312
48051.59351593516 -0.03238272167178771
48052.12052120521 0.07740295671008629
48052.64752647526 0.02107231619837578
48053.17453174532 -0.13298612752169212
48053.70153701537 0.057391897589843234
48054.22854228542 -0.1442329295741904
48054.75554755547 -0.08719296308474062
48055.28255282553 -0.04909011250193332
48055.80955809558 0.11706186277412518
48056.33656336563 -0.09965079355126855
48056.86356863568 -0.15939478984068398
48057.39057390574 0.1396566593762125
48057.91757917579 0.030321068287203434
48058.44458444584 -0.0044677829407765365
48058.9715897159 -0.13647017442345027
48059.49859498595 -0.010779807487451692
48060.025600256 0.03857744030440546
48060.55260552605 0.06897034979635505
48061.07961079611 0.0477830322684675
48061.60661606616 0.04815733016039334
48062.13362133621 -0.08192829491047798
48062.66062660626 -0.06722574768706431
